kind,series_name,series_imdb_id,season,episode,original_air_date,original_air_year,rating,votes,runtime,is_comedy,is_drama
tv series,The Break,4792480,1,2,29 Aug. 2016,2016,7.4,130,46,0,1
tv series,The Break,4792480,1,3,28 Feb. 2016,2016,7.6,126,52,0,1
tv series,The Break,4792480,1,4,28 Feb. 2016,2016,7.3,120,53,0,1
tv series,The Break,4792480,1,5,6 Mar. 2016,2016,7.4,120,52,0,1
tv series,The Break,4792480,1,6,6 Mar. 2016,2016,7.6,122,51,0,1
tv series,The Break,4792480,1,7,13 Mar. 2016,2016,7.6,115,52,0,1
tv series,The Break,4792480,1,8,13 Mar. 2016,2016,7.7,120,46,0,1
tv series,The Break,4792480,1,9,20 Mar. 2016,2016,8,119,48,0,1
tv series,The Break,4792480,1,10,20 Mar. 2016,2016,8,131,52,0,1
tv series,The Break,4792480,2,1,9 Feb. 2019,2019,7.6,101,,0,1
tv series,The Break,4792480,2,2,11 Nov. 2018,2018,7.6,84,,0,1
tv series,The Break,4792480,2,3,18 Nov. 2018,2018,7.9,83,,0,1
tv series,The Break,4792480,2,4,18 Nov. 2018,2018,7.7,79,,0,1
tv series,The Break,4792480,2,5,23 Nov. 2018,2018,7.7,76,,0,1
tv series,The Break,4792480,2,6,23 Nov. 2018,2018,7.5,76,,0,1
tv series,The Break,4792480,2,7,30 Nov. 2018,2018,7.6,76,,0,1
tv series,The Break,4792480,2,8,30 Nov. 2018,2018,7.6,80,,0,1
tv series,The Break,4792480,2,9,7 Dec. 2018,2018,7.9,78,,0,1
tv series,The Break,4792480,2,10,7 Dec. 2018,2018,8,90,,0,1
tv series,Rugal,11769798,1,1,28 Mar. 2020,2020,7.6,21,,0,0
tv series,Rugal,11769798,1,2,29 Mar. 2020,2020,8.4,14,,0,0
tv series,Rugal,11769798,1,3,4 Apr. 2020,2020,7.9,14,,0,0
tv series,Rugal,11769798,1,4,5 Apr. 2020,2020,8.1,13,,0,0
tv series,Rugal,11769798,1,5,11 Apr. 2020,2020,8.4,11,,0,0
tv series,Rugal,11769798,1,6,12 Apr. 2020,2020,8.9,7,,0,0
tv series,Rugal,11769798,1,7,18 Apr. 2020,2020,8.8,6,,0,0
tv series,Rugal,11769798,1,8,19 Apr. 2020,2020,8.5,6,,0,0
tv series,Rugal,11769798,1,9,25 Apr. 2020,2020,8.5,6,,0,0
tv series,Rugal,11769798,1,10,26 Apr. 2020,2020,8.5,6,,0,0
tv series,Rugal,11769798,1,11,2-May-20,2020,8.4,7,,0,0
tv series,Rugal,11769798,1,12,3-May-20,2020,9,6,,0,0
tv series,Rugal,11769798,1,13,9-May-20,2020,8.8,6,,0,0
tv series,Rugal,11769798,1,14,10-May-20,2020,8,7,,0,0
tv series,Rugal,11769798,1,15,16-May-20,2020,7.7,7,,0,0
tv series,Rugal,11769798,1,16,17-May-20,2020,8.3,7,,0,0
tv series,Black Summer,8923854,1,1,11 Apr. 2019,2019,7.2,1055,44,0,1
tv series,Black Summer,8923854,1,2,11 Apr. 2019,2019,7.5,913,35,0,1
tv series,Black Summer,8923854,1,3,11 Apr. 2019,2019,6.2,914,40,0,1
tv series,Black Summer,8923854,1,4,11 Apr. 2019,2019,6.9,861,39,0,1
tv series,Black Summer,8923854,1,5,11 Apr. 2019,2019,7.5,769,43,0,1
tv series,Black Summer,8923854,1,6,11 Apr. 2019,2019,6.9,748,34,0,1
tv series,Black Summer,8923854,1,7,11 Apr. 2019,2019,6.8,663,,0,1
tv series,Black Summer,8923854,1,8,11 Apr. 2019,2019,6.6,745,20,0,1
tv series,Black Summer,8923854,2,1,2020,,,,,0,1
tv series,Terrace House: Opening New Doors,7776244,1,1,19 Dec. 2017,2017,6.8,19,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,2,26 Dec. 2017,2017,6.7,17,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,3,2 Jan. 2018,2018,6.8,14,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,4,9 Jan. 2018,2018,6.9,14,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,5,16 Jan. 2018,2018,6.8,13,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,6,23 Jan. 2018,2018,6.8,13,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,7,30 Jan. 2018,2018,6.8,12,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,8,13 Feb. 2018,2018,6.8,12,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,9,27 Feb. 2018,2018,7.3,11,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,10,6 Mar. 2018,2018,6.8,11,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,11,13 Mar. 2018,2018,6.7,11,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,12,27 Mar. 2018,2018,6.8,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,13,3 Apr. 2018,2018,6.8,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,14,10 Apr. 2018,2018,6.7,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,15,17 Apr. 2018,2018,6.4,10,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,16,24 Apr. 2018,2018,6.5,10,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,17,8-May-18,2018,6.6,10,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,18,15-May-18,2018,7.4,10,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,19,22-May-18,2018,7.2,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,20,29-May-18,2018,7.1,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,21,12 Jun. 2018,2018,7,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,22,19 Jun. 2018,2018,6.8,10,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,23,26 Jun. 2018,2018,7.3,11,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,24,3 Jul. 2018,2018,6.7,10,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,25,17 Jul. 2018,2018,6.7,10,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,26,24 Jul. 2018,2018,6.8,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,27,31 Jul. 2018,2018,6.5,8,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,28,7 Aug. 2018,2018,6.8,8,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,29,21 Aug. 2018,2018,7.3,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,30,28 Aug. 2018,2018,6.9,8,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,31,4 Sep. 2018,2018,7.6,10,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,32,11 Sep. 2018,2018,7.4,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,33,25 Sep. 2018,2018,6.9,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,34,2 Oct. 2018,2018,6.6,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,35,9 Oct. 2018,2018,6.6,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,36,16 Oct. 2018,2018,6.9,9,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,37,30 Oct. 2018,2018,7.5,11,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,38,6 Nov. 2018,2018,6.1,8,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,39,13 Nov. 2018,2018,5.3,7,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,40,20 Nov. 2018,2018,5.4,7,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,41,4 Dec. 2018,2018,5.6,8,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,42,11 Dec. 2018,2018,5.7,7,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,43,18 Dec. 2018,2018,5.7,7,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,44,25 Dec. 2018,2018,5.7,7,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,45,8 Jan. 2019,2019,6,8,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,46,15 Jan. 2019,2019,6.2,8,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,47,29 Jan. 2019,2019,6,8,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,48,5 Feb. 2019,2019,5.6,7,,0,0
tv series,Terrace House: Opening New Doors,7776244,1,49,12 Feb. 2019,2019,6,8,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,1,1,1 Mar. 2018,2018,6.5,16,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,1,2,1 Mar. 2018,2018,6.9,12,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,1,3,1 Mar. 2018,2018,6.3,10,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,1,4,1 Mar. 2018,2018,6.5,10,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,1,5,1 Mar. 2018,2018,5.8,12,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,1,6,1 Mar. 2018,2018,6,9,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,1,7,1 Mar. 2018,2018,6.3,9,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,1,8,1 Mar. 2018,2018,6.1,11,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,2,1,21 Jun. 2019,2019,6.5,13,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,2,2,21 Jun. 2019,2019,6.4,9,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,2,3,21 Jun. 2019,2019,6.3,10,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,2,4,21 Jun. 2019,2019,6.5,10,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,2,5,21 Jun. 2019,2019,6.6,10,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,2,6,21 Jun. 2019,2019,6.7,10,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,2,7,21 Jun. 2019,2019,6.7,10,,0,0
tv series,Girls Incarcerated: Young and Locked Up,8092942,2,8,21 Jun. 2019,2019,6.3,10,,0,0
tv series,Wild District,8105958,1,1,19 Oct. 2018,2018,8,58,,0,1
tv series,Wild District,8105958,1,2,19 Oct. 2018,2018,8.5,41,,0,1
tv series,Wild District,8105958,1,3,19 Oct. 2018,2018,8.6,41,,0,1
tv series,Wild District,8105958,1,4,19 Oct. 2018,2018,8.8,42,,0,1
tv series,Wild District,8105958,1,5,19 Oct. 2018,2018,8.4,40,,0,1
tv series,Wild District,8105958,1,6,19 Oct. 2018,2018,8.7,38,,0,1
tv series,Wild District,8105958,1,7,19 Oct. 2018,2018,8.7,38,,0,1
tv series,Wild District,8105958,1,8,19 Oct. 2018,2018,8.7,39,,0,1
tv series,Wild District,8105958,1,9,19 Oct. 2018,2018,8.9,44,,0,1
tv series,Wild District,8105958,1,10,19 Oct. 2018,2018,9,56,,0,1
tv series,Wild District,8105958,2,1,8 Nov. 2019,2019,7.8,36,43,0,1
tv series,Wild District,8105958,2,2,8 Nov. 2019,2019,8,25,44,0,1
tv series,Wild District,8105958,2,3,8 Nov. 2019,2019,7.9,25,42,0,1
tv series,Wild District,8105958,2,4,8 Nov. 2019,2019,8.1,23,43,0,1
tv series,Wild District,8105958,2,5,8 Nov. 2019,2019,8,21,50,0,1
tv series,Wild District,8105958,2,6,8 Nov. 2019,2019,8,22,41,0,1
tv series,Wild District,8105958,2,7,8 Nov. 2019,2019,8.2,21,50,0,1
tv series,Wild District,8105958,2,8,8 Nov. 2019,2019,8.2,20,48,0,1
tv series,Wild District,8105958,2,9,8 Nov. 2019,2019,8.8,16,49,0,1
tv series,Wild District,8105958,2,10,8 Nov. 2019,2019,8.8,23,50,0,1
tv series,Glitch Techs,7697062,1,1,21 Feb. 2020,2020,8.5,30,,0,0
tv series,Glitch Techs,7697062,1,2,21 Feb. 2020,2020,8.5,19,,0,0
tv series,Glitch Techs,7697062,1,3,21 Feb. 2020,2020,8.4,17,,0,0
tv series,Glitch Techs,7697062,1,4,21 Feb. 2020,2020,8.6,18,,0,0
tv series,Glitch Techs,7697062,1,5,21 Feb. 2020,2020,8.5,18,,0,0
tv series,Glitch Techs,7697062,1,6,21 Feb. 2020,2020,8.6,16,,0,0
tv series,Glitch Techs,7697062,1,7,21 Feb. 2020,2020,8.6,16,,0,0
tv series,Glitch Techs,7697062,1,8,21 Feb. 2020,2020,8.8,20,,0,0
tv series,Glitch Techs,7697062,1,9,21 Feb. 2020,2020,8.7,19,,0,0
tv series,Back With the Ex,9316002,1,1,11 Jan. 2019,2019,7,20,,0,0
tv series,Back With the Ex,9316002,1,2,11 Jan. 2019,2019,7.4,16,,0,0
tv series,Back With the Ex,9316002,1,3,11 Jan. 2019,2019,7.2,15,,0,0
tv series,Back With the Ex,9316002,1,4,11 Jan. 2019,2019,7,13,,0,0
tv series,Back With the Ex,9316002,1,5,11 Jan. 2019,2019,7.1,13,,0,0
tv series,Back With the Ex,9316002,1,6,11 Jan. 2019,2019,7.1,12,,0,0
tv series,Back With the Ex,9316002,1,7,11 Jan. 2019,2019,7.4,11,,0,0
tv series,Romance Is a Bonus Book,9130542,1,1,26 Jan. 2019,2019,8,33,,0,0
tv series,Romance Is a Bonus Book,9130542,1,2,27 Jan. 2019,2019,8.3,31,,0,0
tv series,Romance Is a Bonus Book,9130542,1,3,2 Feb. 2019,2019,8.7,26,,0,0
tv series,Romance Is a Bonus Book,9130542,1,4,3 Feb. 2019,2019,8.6,24,,0,0
tv series,Romance Is a Bonus Book,9130542,1,5,9 Feb. 2019,2019,8.6,24,,0,0
tv series,Romance Is a Bonus Book,9130542,1,6,10 Feb. 2019,2019,8.8,22,,0,0
tv series,Romance Is a Bonus Book,9130542,1,7,16 Feb. 2019,2019,8.7,22,,0,0
tv series,Romance Is a Bonus Book,9130542,1,8,17 Feb. 2019,2019,8.7,26,,0,0
tv series,Romance Is a Bonus Book,9130542,1,9,23 Feb. 2019,2019,8.9,23,,0,0
tv series,Romance Is a Bonus Book,9130542,1,10,24 Feb. 2019,2019,8.8,24,,0,0
tv series,Romance Is a Bonus Book,9130542,1,11,2 Mar. 2019,2019,8.8,19,,0,0
tv series,Romance Is a Bonus Book,9130542,1,12,3 Mar. 2019,2019,8.8,20,,0,0
tv series,Romance Is a Bonus Book,9130542,1,13,9 Mar. 2019,2019,8.8,17,,0,0
tv series,Romance Is a Bonus Book,9130542,1,14,10 Mar. 2019,2019,8.6,18,,0,0
tv series,Romance Is a Bonus Book,9130542,1,15,16 Mar. 2019,2019,9.1,16,,0,0
tv series,Romance Is a Bonus Book,9130542,1,16,17 Mar. 2019,2019,9.2,20,,0,0
tv series,You vs. Wild,10044952,1,1,10 Apr. 2019,2019,6.5,173,14,0,0
tv series,You vs. Wild,10044952,1,2,10 Apr. 2019,2019,6.7,134,20,0,0
tv series,You vs. Wild,10044952,1,3,10 Apr. 2019,2019,7,97,26,0,0
tv series,You vs. Wild,10044952,1,4,10 Apr. 2019,2019,7.1,75,,0,0
tv series,You vs. Wild,10044952,1,5,10 Apr. 2019,2019,7,72,,0,0
tv series,You vs. Wild,10044952,1,6,10 Apr. 2019,2019,7.2,66,,0,0
tv series,You vs. Wild,10044952,1,7,10 Apr. 2019,2019,6.9,67,,0,0
tv series,You vs. Wild,10044952,1,8,10 Apr. 2019,2019,7,60,,0,0
tv series,You vs. Wild,10044952,2,1,2021,,,,,0,0
tv series,Carmen Sandiego,7042146,1,1,18 Jan. 2019,2019,7.7,206,,0,0
tv series,Carmen Sandiego,7042146,1,2,18 Jan. 2019,2019,8.2,177,,0,0
tv series,Carmen Sandiego,7042146,1,3,18 Jan. 2019,2019,7.9,152,,0,0
tv series,Carmen Sandiego,7042146,1,4,18 Jan. 2019,2019,7.6,144,,0,0
tv series,Carmen Sandiego,7042146,1,5,18 Jan. 2019,2019,8.1,136,,0,0
tv series,Carmen Sandiego,7042146,1,6,18 Jan. 2019,2019,8,138,,0,0
tv series,Carmen Sandiego,7042146,1,7,18 Jan. 2019,2019,8.2,133,,0,0
tv series,Carmen Sandiego,7042146,1,8,18 Jan. 2019,2019,8.1,129,,0,0
tv series,Carmen Sandiego,7042146,1,9,18 Jan. 2019,2019,8.7,150,,0,0
tv series,Carmen Sandiego,7042146,2,1,1 Oct. 2019,2019,7.9,91,,0,0
tv series,Carmen Sandiego,7042146,2,2,1 Oct. 2019,2019,8,87,,0,0
tv series,Carmen Sandiego,7042146,2,3,1 Oct. 2019,2019,8.3,86,,0,0
tv series,Carmen Sandiego,7042146,2,4,1 Oct. 2019,2019,7.9,81,,0,0
tv series,Carmen Sandiego,7042146,2,5,1 Oct. 2019,2019,7.9,78,,0,0
tv series,Carmen Sandiego,7042146,2,6,1 Oct. 2019,2019,8.1,77,,0,0
tv series,Carmen Sandiego,7042146,2,7,1 Oct. 2019,2019,8,78,,0,0
tv series,Carmen Sandiego,7042146,2,8,1 Oct. 2019,2019,8.2,76,,0,0
tv series,Carmen Sandiego,7042146,2,9,1 Oct. 2019,2019,8.1,76,,0,0
tv series,Carmen Sandiego,7042146,2,10,1 Oct. 2019,2019,8.8,88,,0,0
tv series,Carmen Sandiego,7042146,3,1,2020,,,,,0,0
tv series,Love Is Blind,11704040,1,1,13 Feb. 2020,2020,6,165,58,0,0
tv series,Love Is Blind,11704040,1,2,13 Feb. 2020,2020,6.1,141,59,0,0
tv series,Love Is Blind,11704040,1,3,13 Feb. 2020,2020,6.2,130,53,0,0
tv series,Love Is Blind,11704040,1,4,13 Feb. 2020,2020,6.6,122,48,0,0
tv series,Love Is Blind,11704040,1,5,13 Feb. 2020,2020,6.3,116,51,0,0
tv series,Love Is Blind,11704040,1,6,20 Feb. 2020,2020,6.5,112,57,0,0
tv series,Love Is Blind,11704040,1,7,20 Feb. 2020,2020,6.5,110,49,0,0
tv series,Love Is Blind,11704040,1,8,20 Feb. 2020,2020,6.4,105,54,0,0
tv series,Love Is Blind,11704040,1,9,20 Feb. 2020,2020,6.4,106,55,0,0
tv series,Love Is Blind,11704040,1,10,27 Feb. 2020,2020,7.4,115,84,0,0
tv series,Love Is Blind,11704040,1,11,5 Mar. 2020,2020,6.2,83,51,0,0
tv series,Love Is Blind,11704040,2,1,,,,,,0,0
tv series,Love Is Blind,11704040,3,1,,,,,,0,0
tv series,Bloodline,3520702,1,1,20 Mar. 2015,2015,7.9,1432,59,0,1
tv series,Bloodline,3520702,1,2,20 Mar. 2015,2015,8,1122,51,0,1
tv series,Bloodline,3520702,1,3,20 Mar. 2015,2015,7.9,1009,59,0,1
tv series,Bloodline,3520702,1,4,20 Mar. 2015,2015,7.8,944,53,0,1
tv series,Bloodline,3520702,1,5,20 Mar. 2015,2015,8.1,920,54,0,1
tv series,Bloodline,3520702,1,6,20 Mar. 2015,2015,8.1,885,57,0,1
tv series,Bloodline,3520702,1,7,20 Mar. 2015,2015,8.1,851,49,0,1
tv series,Bloodline,3520702,1,8,20 Mar. 2015,2015,8.3,861,58,0,1
tv series,Bloodline,3520702,1,9,20 Mar. 2015,2015,8.4,836,55,0,1
tv series,Bloodline,3520702,1,10,20 Mar. 2015,2015,8.7,899,63,0,1
tv series,Bloodline,3520702,1,11,20 Mar. 2015,2015,9.1,972,51,0,1
tv series,Bloodline,3520702,1,12,20 Mar. 2015,2015,9.3,1087,56,0,1
tv series,Bloodline,3520702,1,13,20 Mar. 2015,2015,9.1,1056,65,0,1
tv series,Bloodline,3520702,2,1,27-May-16,2016,8.2,677,60,0,1
tv series,Bloodline,3520702,2,2,27-May-16,2016,8,596,56,0,1
tv series,Bloodline,3520702,2,3,27-May-16,2016,8.3,575,57,0,1
tv series,Bloodline,3520702,2,4,27-May-16,2016,8.6,575,68,0,1
tv series,Bloodline,3520702,2,5,27-May-16,2016,8.2,525,62,0,1
tv series,Bloodline,3520702,2,6,27-May-16,2016,8.5,535,57,0,1
tv series,Bloodline,3520702,2,7,27-May-16,2016,8.5,526,,0,1
tv series,Bloodline,3520702,2,8,27-May-16,2016,8.7,542,59,0,1
tv series,Bloodline,3520702,2,9,27-May-16,2016,8.8,563,59,0,1
tv series,Bloodline,3520702,2,10,27-May-16,2016,9.2,848,67,0,1
tv series,Bloodline,3520702,3,1,26-May-17,2017,7.9,590,47,0,1
tv series,Bloodline,3520702,3,2,26-May-17,2017,8.3,490,53,0,1
tv series,Bloodline,3520702,3,3,26-May-17,2017,7.9,430,51,0,1
tv series,Bloodline,3520702,3,4,26-May-17,2017,7.5,425,54,0,1
tv series,Bloodline,3520702,3,5,26-May-17,2017,7.6,413,51,0,1
tv series,Bloodline,3520702,3,6,26-May-17,2017,7.9,417,50,0,1
tv series,Bloodline,3520702,3,7,26-May-17,2017,8,448,60,0,1
tv series,Bloodline,3520702,3,8,26-May-17,2017,7.3,469,57,0,1
tv series,Bloodline,3520702,3,9,26-May-17,2017,3.8,1309,56,0,1
tv series,Bloodline,3520702,3,10,26-May-17,2017,5.1,950,68,0,1
tv series,Made in Mexico,8871764,1,1,28 Sep. 2018,2018,5.4,8,,0,0
tv series,Made in Mexico,8871764,1,2,28 Sep. 2018,2018,,,,0,0
tv series,Made in Mexico,8871764,1,3,28 Sep. 2018,2018,,,,0,0
tv series,Made in Mexico,8871764,1,4,28 Sep. 2018,2018,,,,0,0
tv series,Made in Mexico,8871764,1,5,28 Sep. 2018,2018,,,,0,0
tv series,Made in Mexico,8871764,1,6,28 Sep. 2018,2018,,,,0,0
tv series,Made in Mexico,8871764,1,7,28 Sep. 2018,2018,,,,0,0
tv series,Made in Mexico,8871764,1,8,28 Sep. 2018,2018,6.4,,,0,0
tv series,Family Business,10423460,1,1,28 Jun. 2019,2019,7.2,53,21,1,0
tv series,Family Business,10423460,1,2,28 Jun. 2019,2019,7.6,43,,1,0
tv series,Family Business,10423460,1,3,28 Jun. 2019,2019,7.9,41,,1,0
tv series,Family Business,10423460,1,4,28 Jun. 2019,2019,7.9,38,,1,0
tv series,Family Business,10423460,1,5,28 Jun. 2019,2019,8.1,39,,1,0
tv series,Family Business,10423460,1,6,28 Jun. 2019,2019,7.6,35,,1,0
tv series,Family Business,10423460,2,1,11 Sep. 2020,2020,,,,1,0
tv series,The King: Eternal Monarch,11228748,1,1,17 Apr. 2020,2020,8.9,198,,0,0
tv series,The King: Eternal Monarch,11228748,1,2,18 Apr. 2020,2020,8.5,177,,0,0
tv series,The King: Eternal Monarch,11228748,1,3,24 Apr. 2020,2020,8.4,163,,0,0
tv series,The King: Eternal Monarch,11228748,1,4,25 Apr. 2020,2020,8.7,160,,0,0
tv series,The King: Eternal Monarch,11228748,1,5,1-May-20,2020,8.8,153,,0,0
tv series,The King: Eternal Monarch,11228748,1,6,2-May-20,2020,8.7,158,,0,0
tv series,The King: Eternal Monarch,11228748,1,7,8-May-20,2020,8.6,146,,0,0
tv series,The King: Eternal Monarch,11228748,1,8,9-May-20,2020,8.5,151,,0,0
tv series,The King: Eternal Monarch,11228748,1,9,15-May-20,2020,8.9,147,,0,0
tv series,The King: Eternal Monarch,11228748,1,10,16-May-20,2020,8.8,145,,0,0
tv series,The King: Eternal Monarch,11228748,1,11,22-May-20,2020,9.1,155,,0,0
tv series,The King: Eternal Monarch,11228748,1,12,23-May-20,2020,9.1,140,,0,0
tv series,The King: Eternal Monarch,11228748,1,13,30-May-20,2020,9.1,129,,0,0
tv series,The King: Eternal Monarch,11228748,1,14,5 Jun. 2020,2020,9.2,120,,0,0
tv series,The King: Eternal Monarch,11228748,1,15,6 Jun. 2020,2020,9,114,,0,0
tv series,The King: Eternal Monarch,11228748,1,16,12 Jun. 2020,2020,8.9,89,,0,0
tv series,The Epic Tales of Captain Underpants in Space,12580610,1,1,10 Jul. 2020,2020,9.1,7,,0,0
tv series,The Epic Tales of Captain Underpants in Space,12580610,1,2,10 Jul. 2020,2020,9.1,7,,0,0
tv series,The Epic Tales of Captain Underpants in Space,12580610,1,3,10 Jul. 2020,2020,9.3,7,,0,0
tv series,The Epic Tales of Captain Underpants in Space,12580610,1,4,10 Jul. 2020,2020,9.5,6,,0,0
tv series,The Epic Tales of Captain Underpants in Space,12580610,1,5,10 Jul. 2020,2020,9.3,6,,0,0
tv series,The Epic Tales of Captain Underpants in Space,12580610,1,6,10 Jul. 2020,2020,9.3,6,,0,0
tv series,Love,4061080,1,1,19 Feb. 2016,2016,7.3,937,40,1,1
tv series,Love,4061080,1,2,19 Feb. 2016,2016,8.3,798,32,1,1
tv series,Love,4061080,1,3,19 Feb. 2016,2016,7.5,683,37,1,1
tv series,Love,4061080,1,4,19 Feb. 2016,2016,8.1,682,33,1,1
tv series,Love,4061080,1,5,19 Feb. 2016,2016,8.4,734,36,1,1
tv series,Love,4061080,1,6,19 Feb. 2016,2016,7.7,645,36,1,1
tv series,Love,4061080,1,7,19 Feb. 2016,2016,7.8,610,30,1,1
tv series,Love,4061080,1,8,19 Feb. 2016,2016,8.1,615,27,1,1
tv series,Love,4061080,1,9,19 Feb. 2016,2016,8.2,583,27,1,1
tv series,Love,4061080,1,10,19 Feb. 2016,2016,8.3,636,33,1,1
tv series,Love,4061080,2,1,10 Mar. 2017,2017,7.6,472,28,1,1
tv series,Love,4061080,2,2,10 Mar. 2017,2017,8,427,30,1,1
tv series,Love,4061080,2,3,10 Mar. 2017,2017,7.6,398,29,1,1
tv series,Love,4061080,2,4,10 Mar. 2017,2017,8.2,454,29,1,1
tv series,Love,4061080,2,5,10 Mar. 2017,2017,8.7,495,27,1,1
tv series,Love,4061080,2,6,10 Mar. 2017,2017,7.9,378,32,1,1
tv series,Love,4061080,2,7,10 Mar. 2017,2017,8,362,26,1,1
tv series,Love,4061080,2,8,10 Mar. 2017,2017,7.9,364,29,1,1
tv series,Love,4061080,2,9,10 Mar. 2017,2017,7.7,360,31,1,1
tv series,Love,4061080,2,10,10 Mar. 2017,2017,7.7,346,35,1,1
tv series,Love,4061080,2,11,10 Mar. 2017,2017,8,349,34,1,1
tv series,Love,4061080,2,12,10 Mar. 2017,2017,7.8,378,34,1,1
tv series,Love,4061080,3,1,9 Mar. 2018,2018,8.1,422,,1,1
tv series,Love,4061080,3,2,9 Mar. 2018,2018,7.6,342,,1,1
tv series,Love,4061080,3,3,9 Mar. 2018,2018,7.7,344,,1,1
tv series,Love,4061080,3,4,9 Mar. 2018,2018,7.2,333,,1,1
tv series,Love,4061080,3,5,9 Mar. 2018,2018,8.6,415,,1,1
tv series,Love,4061080,3,6,9 Mar. 2018,2018,7.7,293,,1,1
tv series,Love,4061080,3,7,9 Mar. 2018,2018,8.1,345,,1,1
tv series,Love,4061080,3,8,9 Mar. 2018,2018,7.9,284,,1,1
tv series,Love,4061080,3,9,9 Mar. 2018,2018,7.8,286,,1,1
tv series,Love,4061080,3,10,9 Mar. 2018,2018,8.3,335,,1,1
tv series,Love,4061080,3,11,9 Mar. 2018,2018,8.9,443,,1,1
tv series,Love,4061080,3,12,9 Mar. 2018,2018,8.7,410,,1,1
tv series,You,7335184,1,1,9 Sep. 2018,2018,8.3,3582,48,0,1
tv series,You,7335184,1,2,16 Sep. 2018,2018,8.1,2908,45,0,1
tv series,You,7335184,1,3,23 Sep. 2018,2018,7.9,2706,43,0,1
tv series,You,7335184,1,4,30 Sep. 2018,2018,7.6,2553,42,0,1
tv series,You,7335184,1,5,7 Oct. 2018,2018,8.2,2474,45,0,1
tv series,You,7335184,1,6,14 Oct. 2018,2018,8.3,2481,45,0,1
tv series,You,7335184,1,7,21 Oct. 2018,2018,7.7,2342,41,0,1
tv series,You,7335184,1,8,28 Oct. 2018,2018,7.9,2294,45,0,1
tv series,You,7335184,1,9,4 Nov. 2018,2018,8.7,2599,45,0,1
